customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
xxxx-06403,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,27.76,561.7,No
xxxx-06404,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.21,1201.08,Yes
xxxx-06405,Male,0,No,Yes,22,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,29.48,638.54,Yes
xxxx-06406,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.71,2281.82,Yes
xxxx-06407,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.08,1223.7,Yes
xxxx-06408,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),30.94,597.47,No
xxxx-06409,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),46.27,2300.97,No
xxxx-06410,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,38.36,297.07,Yes
xxxx-06411,Female,1,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.56,372.53,No
xxxx-06412,Male,1,No,Yes,51,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.85,1693.85,No
xxxx-06413,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),20.17,872.18,No
xxxx-06414,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,38.18,1944.65,No
xxxx-06415,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,493.2,No
xxxx-06416,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,43.23,2712.16,No
xxxx-06417,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,37.47,19.83,No
xxxx-06418,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,41.68,1994.51,No
xxxx-06419,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.55,1215.71,No
xxxx-06420,Male,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.83,514.71,Yes
xxxx-06421,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,495.79,No
xxxx-06422,Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,30.09,1318.44,No
xxxx-06423,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),28.61,474.35,No
xxxx-06424,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),25.99,1510.42,No
xxxx-06425,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,31.66,410.52,Yes
xxxx-06426,Female,1,No,Yes,9,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,39.49,364.25,Yes
xxxx-06427,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,45.32,803.39,No
xxxx-06428,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.0,1068.77,Yes
xxxx-06429,Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,43.33,2021.4,No
xxxx-06430,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.55,1077.29,No
xxxx-06431,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,20.94,366.95,No
xxxx-06432,Male,0,No,Yes,51,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,40.89,2093.86,No
xxxx-06433,Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.16,1083.96,No
xxxx-06434,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.54,1095.37,Yes
xxxx-06435,Male,0,No,No,39,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),37.52,1475.82,No
xxxx-06436,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,81.39,Yes
xxxx-06437,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),29.8,1039.57,No
xxxx-06438,Female,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,37.06,918.5,No
xxxx-06439,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.98,1017.37,Yes
xxxx-06440,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.04,849.91,No
xxxx-06441,Female,1,No,No,54,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,32.93,1793.23,No
xxxx-06442,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.41,195.89,No
xxxx-06443,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,35.06,2131.48,No
xxxx-06444,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,48.9,849.67,No
xxxx-06445,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),47.02,2335.78,No
xxxx-06446,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,311.59,No
xxxx-06447,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,37.43,2515.88,Yes
xxxx-06448,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.63,1021.76,No
xxxx-06449,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),26.48,965.23,No
xxxx-06450,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.8,453.26,No
xxxx-06451,Male,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,33.96,1608.87,Yes
xxxx-06452,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),39.45,2084.72,No
xxxx-06453,Female,1,No,Yes,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),30.7,0.0,No
xxxx-06454,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.6,424.45,Yes
xxxx-06455,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.03,617.86,Yes
xxxx-06456,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,30.88,0.0,No
xxxx-06457,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.18,1359.79,No
xxxx-06458,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,116.71,Yes
xxxx-06459,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.79,3049.73,No
xxxx-06460,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,30.74,1198.89,No
xxxx-06461,Female,0,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.07,744.1,No
xxxx-06462,Female,1,No,Yes,48,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,20.4,979.82,No
xxxx-06463,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.55,962.28,No
xxxx-06464,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),37.86,44.45,No
xxxx-06465,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.75,1076.46,No
xxxx-06466,Male,0,No,No,14,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,31.39,428.26,No
xxxx-06467,Male,0,Yes,No,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),32.66,1607.05,No
xxxx-06468,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.31,768.29,No
xxxx-06469,Male,0,No,Yes,40,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,29.3,1136.77,No
xxxx-06470,Male,1,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.84,31.31,Yes
xxxx-06471,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),40.12,0.0,No
xxxx-06472,Male,1,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,32.71,681.61,Yes
xxxx-06473,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,27.98,514.92,No
xxxx-06474,Female,0,No,No,48,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,27.23,1308.42,No
xxxx-06475,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.4,2461.65,Yes
xxxx-06476,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.85,1061.44,No
xxxx-06477,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),38.66,2533.98,No
xxxx-06478,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.68,1118.58,No
xxxx-06479,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),30.21,2037.7,No
xxxx-06480,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,26.16,1485.95,No
xxxx-06481,Male,1,Yes,No,42,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,23.99,1024.94,No
xxxx-06482,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.4,472.16,Yes
xxxx-06483,Male,1,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),32.63,2046.06,No
xxxx-06484,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,18.25,896.49,No
xxxx-06485,Male,1,No,No,59,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.55,2103.69,No
xxxx-06486,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,37.63,2635.02,No
xxxx-06487,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.2,779.51,No
xxxx-06488,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),37.83,2640.29,Yes
xxxx-06489,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.71,274.09,No
xxxx-06490,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.35,1204.92,Yes
xxxx-06491,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.9,254.36,No
xxxx-06492,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),34.71,868.35,No
xxxx-06493,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.12,2136.85,Yes
xxxx-06494,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),43.0,2530.12,No
xxxx-06495,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.71,2125.1,Yes
xxxx-06496,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,29.52,66.23,No
xxxx-06497,Male,1,Yes,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.63,866.6,No
xxxx-06498,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,48.44,1611.56,No
xxxx-06499,Male,0,No,Yes,25,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,33.8,861.26,No
xxxx-06500,Female,1,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,28.12,1085.72,No
xxxx-06501,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.47,672.6,Yes
xxxx-06502,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,731.48,No
xxxx-06503,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,45.91,27.63,No
xxxx-06504,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,36.45,2577.68,Yes
xxxx-06505,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.63,221.98,No
xxxx-06506,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),32.61,575.17,No
xxxx-06507,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,42.29,1344.54,No
xxxx-06508,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.66,45.95,Yes
xxxx-06509,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.21,2530.1,Yes
xxxx-06510,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.82,565.2,No
xxxx-06511,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,37.95,742.69,No
xxxx-06512,Female,1,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.0,1623.47,Yes
xxxx-06513,Male,1,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),41.96,1589.45,No
xxxx-06514,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.07,631.78,Yes
xxxx-06515,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),21.37,0.0,No
xxxx-06516,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,29.58,243.06,No
xxxx-06517,Female,1,No,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,26.99,1321.99,No
xxxx-06518,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,667.07,Yes
xxxx-06519,Male,1,No,No,14,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,27.82,397.87,No
xxxx-06520,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,28.29,1117.38,No
xxxx-06521,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),18.25,851.5,No
xxxx-06522,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.82,757.39,No
xxxx-06523,Male,0,No,Yes,53,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,31.55,1653.01,No
xxxx-06524,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.4,3078.97,No
xxxx-06525,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.33,722.16,No
xxxx-06526,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.4,328.88,Yes
xxxx-06527,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),28.4,1937.26,No
xxxx-06528,Male,1,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,36.55,293.31,No
xxxx-06529,Male,1,No,No,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.95,1815.84,No
xxxx-06530,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.38,135.12,Yes
xxxx-06531,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),36.83,2499.83,No
xxxx-06532,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.99,674.33,Yes
xxxx-06533,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),34.96,976.22,No
xxxx-06534,Male,0,No,No,40,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),18.25,702.55,No
xxxx-06535,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.83,1606.45,No
xxxx-06536,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.49,2003.05,No
xxxx-06537,Male,1,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.76,757.21,No
xxxx-06538,Female,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,30.2,1832.94,No
xxxx-06539,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.66,686.2,No
xxxx-06540,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.88,106.65,No
xxxx-06541,Female,0,Yes,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),30.56,1187.24,No
xxxx-06542,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.03,1288.34,No
xxxx-06543,Female,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,26.39,1541.93,No
xxxx-06544,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.93,450.09,No
xxxx-06545,Male,1,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.03,1608.41,Yes
xxxx-06546,Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.41,139.64,No
xxxx-06547,Female,1,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,40.48,909.89,Yes
xxxx-06548,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47.65,2918.59,No
xxxx-06549,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,36.23,565.23,Yes
xxxx-06550,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.79,1437.5,No
xxxx-06551,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),30.28,787.16,No
xxxx-06552,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.2,376.74,No
xxxx-06553,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.08,954.99,Yes
xxxx-06554,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),23.45,1028.66,No
xxxx-06555,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),27.21,516.32,No
xxxx-06556,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.52,1198.25,No
xxxx-06557,Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.01,1428.3,No
xxxx-06558,Male,1,No,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.93,2207.75,No
xxxx-06559,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),46.81,2396.12,No
xxxx-06560,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.46,936.23,No
xxxx-06561,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),40.35,667.51,Yes
xxxx-06562,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),39.4,2127.36,No
xxxx-06563,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.35,2308.77,Yes
xxxx-06564,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1277.54,No
xxxx-06565,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.42,0.0,Yes
xxxx-06566,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),29.51,1052.54,No
xxxx-06567,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.52,1892.5,No
xxxx-06568,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,31.2,1062.6,No
xxxx-06569,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.95,1724.16,No
xxxx-06570,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,40.79,1384.2,Yes
xxxx-06571,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,32.49,254.91,No
xxxx-06572,Female,1,Yes,No,36,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),27.12,987.17,No
xxxx-06573,Male,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,37.79,2265.55,No
xxxx-06574,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),35.93,1983.94,No
xxxx-06575,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),35.02,410.49,No
xxxx-06576,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),38.85,2731.97,No
xxxx-06577,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.86,1941.9,No
